y-m-d_hr:mn:sc,moisture level (50-100mm),temperature 1,light level 1,waterIsOn,moisture level (Vegetronix @ 50mm)
2010-9-27_1:13,356,38,55,0
2010-9-27_1:28,356,38,54,0
2010-9-27_1:43,356,38,53,0
2010-9-27_1:58,355,38,53,0
2010-9-27_2:13,355,38,53,0
2010-9-27_2:28,354,38,52,0
2010-9-27_2:43,355,38,52,0
2010-9-27_2:58,355,38,52,0
2010-9-27_3:13,355,38,51,0
2010-9-27_3:28,355,38,51,0
2010-9-27_3:43,355,38,51,0
2010-9-27_3:58,354,38,51,0
2010-9-27_4:13,354,37,50,0
2010-9-27_4:28,353,38,50,0
2010-9-27_4:43,354,38,50,0
2010-9-27_4:58,353,38,50,0
2010-9-27_5:13,353,38,50,0
2010-9-27_5:28,353,37,49,0
2010-9-27_5:43,353,38,49,0
2010-9-27_5:58,352,38,50,0
2010-9-27_6:13,352,37,49,0
2010-9-27_6:28,352,38,50,0
2010-9-27_6:43,351,38,66,0
2010-9-27_6:58,351,37,106,0
2010-9-27_7:13,351,38,203,0
2010-9-27_7:28,351,38,320,0
2010-9-27_7:43,351,38,366,0
2010-9-27_7:58,351,37,435,0
2010-9-27_8:13,350,38,451,0
2010-9-27_8:28,351,37,435,0
2010-9-27_8:43,350,37,505,0
2010-9-27_8:58,349,37,540,0
2010-9-27_9:13,349,37,417,0
2010-9-27_9:28,349,37,530,0
2010-9-27_9:43,351,37,541,0
2010-9-27_9:58,351,37,668,0
2010-9-27_10:13,350,38,659,0
2010-9-27_10:28,350,38,648,0
2010-9-27_10:43,352,37,656,0
2010-9-27_10:58,351,38,667,0
2010-9-27_11:13,352,38,645,0
2010-9-27_11:28,352,38,724,0
2010-9-27_11:43,353,38,806,0
2010-9-27_11:58,352,38,771,0
2010-9-27_12:13,352,38,670,0
2010-9-27_12:28,353,39,697,0
2010-9-27_12:43,354,38,663,0
2010-9-27_12:58,355,38,677,0
2010-9-27_13:13,356,38,639,0
2010-9-27_13:28,358,38,636,0
2010-9-27_13:43,358,39,652,0
2010-9-27_13:58,359,39,589,0
2010-9-27_14:13,360,39,619,0
2010-9-27_14:28,360,39,667,0
2010-9-27_14:43,361,39,648,0
2010-9-27_14:58,361,39,569,0
2010-9-27_15:13,364,39,608,0
2010-9-27_15:28,364,39,454,0
2010-9-27_15:43,366,40,409,0
2010-9-27_15:58,366,39,579,0
2010-9-27_16:13,368,39,587,0
2010-9-27_16:28,368,40,552,0
2010-9-27_16:43,371,40,542,0
2010-9-27_16:58,371,40,485,0
2010-9-27_17:13,375,40,485,0
2010-9-27_17:28,376,40,380,0
2010-9-27_17:43,380,40,207,0
2010-9-27_17:58,380,40,359,0
2010-9-27_18:13,383,40,356,0
2010-9-27_18:28,386,40,247,0
2010-9-27_18:43,391,40,151,0
2010-9-27_18:58,391,40,68,0
2010-9-27_19:13,395,40,50,0
2010-9-27_19:28,396,40,49,0
2010-9-27_19:43,401,40,49,0
2010-9-27_19:58,401,40,49,0
2010-9-27_20:13,404,40,50,0
2010-9-27_20:28,405,40,50,0
2010-9-27_20:43,406,40,50,0
2010-9-27_20:58,406,40,49,0
2010-9-27_21:13,407,40,48,0
2010-9-27_21:28,408,40,47,0
2010-9-27_21:43,409,40,46,0
2010-9-27_21:58,409,40,47,0
2010-9-27_22:13,411,40,45,0
2010-9-27_22:28,412,40,45,0
2010-9-27_22:43,412,40,45,0
2010-9-27_22:58,411,40,44,0
2010-9-27_23:13,414,40,45,0
2010-9-27_23:28,413,40,44,0
2010-9-27_23:43,414,40,45,0
2010-9-27_23:58,414,40,45,0
2010-9-28_0:13,415,40,44,0
2010-9-28_0:28,415,40,44,0
2010-9-28_0:43,415,40,44,0
2010-9-28_0:58,416,40,44,0
2010-9-28_1:13,416,40,44,0
2010-9-28_1:28,416,40,44,0
2010-9-28_1:43,416,40,44,0
2010-9-28_1:58,417,40,44,0
2010-9-28_2:13,417,40,44,0
2010-9-28_2:28,416,40,44,0
2010-9-28_2:43,416,40,44,0
2010-9-28_2:58,417,40,43,0
2010-9-28_3:13,418,40,44,0
2010-9-28_3:28,417,40,44,0
2010-9-28_3:43,422,40,44,0
2010-9-28_3:58,420,40,44,0
2010-9-28_4:13,421,40,44,0
2010-9-28_4:28,421,40,44,0
2010-9-28_4:43,420,40,44,0
2010-9-28_4:58,420,40,44,0
2010-9-28_5:13,420,40,44,0
2010-9-28_5:28,422,40,44,0
2010-9-28_5:43,421,40,48,0
2010-9-28_5:58,421,40,47,0
2010-9-28_6:13,422,40,51,0
2010-9-28_6:28,422,40,52,0
2010-9-28_6:43,422,40,68,0
2010-9-28_6:58,421,40,120,0
2010-9-28_7:13,422,40,216,0
2010-9-28_7:28,422,40,346,0
2010-9-28_7:43,421,40,417,0
2010-9-28_7:58,423,40,436,0
2010-9-28_8:13,423,40,435,0
2010-9-28_8:28,422,40,456,0
2010-9-28_8:43,421,40,530,0
2010-9-28_8:58,421,40,613,0
2010-9-28_9:13,421,40,520,0
2010-9-28_9:28,422,40,563,0
2010-9-28_9:43,423,40,666,0
2010-9-28_9:58,375,40,707,0
2010-9-28_10:13,377,40,690,0
2010-9-28_10:28,377,41,640,0
2010-9-28_10:43,377,40,649,0
2010-9-28_10:58,376,40,498,0
2010-9-28_11:13,376,41,721,0
2010-9-28_11:28,377,41,710,0
2010-9-28_11:43,376,41,628,0
2010-9-28_11:58,379,41,637,0
2010-9-28_12:13,377,41,764,0
2010-9-28_12:28,376,41,618,0
2010-9-28_12:43,377,40,689,0
2010-9-28_12:58,377,41,750,0
2010-9-28_13:13,379,41,765,0
2010-9-28_13:28,378,41,674,0
2010-9-28_13:43,377,41,701,0
2010-9-28_13:58,380,41,779,0
2010-9-28_14:13,381,41,680,0
2010-9-28_14:28,383,41,700,0
2010-9-28_14:43,383,41,837,0
2010-9-28_14:58,383,41,811,0
2010-9-28_15:13,382,41,667,0
2010-9-28_15:28,384,41,659,0
2010-9-28_15:43,385,41,639,0
2010-9-28_15:58,385,41,525,0
2010-9-28_16:13,385,41,706,0
2010-9-28_16:28,387,42,699,0
2010-9-28_16:43,386,41,666,0
2010-9-28_16:58,385,41,722,0
2010-9-28_17:13,386,41,745,0
2010-9-28_17:28,384,42,657,0
2010-9-28_17:43,384,41,469,0
2010-9-28_17:58,386,41,406,0
2010-9-28_18:13,386,41,379,0
2010-9-28_18:28,387,41,258,0
2010-9-28_18:43,386,41,183,0
2010-9-28_18:58,388,41,111,0
2010-9-28_19:13,388,41,52,0
2010-9-28_19:28,387,41,48,0
2010-9-28_19:43,388,40,47,0
2010-9-28_19:58,385,40,47,0
2010-9-28_20:13,387,40,47,0
2010-9-28_20:28,386,40,47,0
2010-9-28_20:43,385,40,47,0
2010-9-28_20:58,385,40,47,0
2010-9-28_21:13,384,40,47,0
2010-9-28_21:28,385,40,46,0
2010-9-28_21:43,386,40,46,0
2010-9-28_21:58,384,40,46,0
2010-9-28_22:13,384,40,46,0
2010-9-28_22:28,383,40,46,0
2010-9-28_22:43,384,40,46,0
2010-9-28_22:58,383,40,46,0
2010-9-28_23:13,382,40,46,0
2010-9-28_23:28,382,40,45,0
2010-9-28_23:43,382,40,45,0
2010-9-28_23:58,382,40,46,0
2010-9-29_0:13,382,39,45,0
2010-9-29_0:28,380,40,45,0
2010-9-29_0:43,380,39,45,0
2010-9-29_0:58,380,39,45,0
2010-9-29_1:13,380,39,45,0
2010-9-29_1:28,378,39,45,0
2010-9-29_1:43,377,39,45,0
2010-9-29_1:58,379,39,45,0
2010-9-29_2:13,377,39,45,0
2010-9-29_2:28,375,39,44,0
2010-9-29_2:43,376,39,44,0
2010-9-29_2:58,374,39,45,0
2010-9-29_3:13,372,39,45,0
2010-9-29_3:28,372,38,45,0
2010-9-29_3:43,373,38,45,0
2010-9-29_3:58,371,38,44,0
2010-9-29_4:13,371,38,45,0
2010-9-29_4:28,369,38,45,0
2010-9-29_4:43,367,38,45,0
2010-9-29_4:58,367,37,45,0
2010-9-29_5:13,367,38,44,0
2010-9-29_5:28,365,37,44,0
2010-9-29_5:43,364,37,44,0
2010-9-29_5:58,364,37,43,0
2010-9-29_6:13,363,37,44,0
2010-9-29_6:28,362,37,48,0
2010-9-29_6:43,360,37,76,0
2010-9-29_6:58,362,37,214,0
2010-9-29_7:13,360,37,469,0
2010-9-29_7:28,359,37,502,0
2010-9-29_7:43,357,37,537,0
2010-9-29_8:2,356,37,559,0
2010-9-29_8:17,355,37,548,0
2010-9-29_8:32,356,37,661,0
2010-9-29_8:47,356,37,731,0
2010-9-29_9:2,354,37,752,0
2010-9-29_9:17,349,37,842,0
2010-9-29_9:32,348,37,784,0
2010-9-29_9:47,348,37,786,0
2010-9-29_10:2,348,37,757,0
2010-9-29_10:17,348,37,760,0
2010-9-29_10:32,348,37,697,0
2010-9-29_10:47,347,38,752,0
2010-9-29_11:2,346,38,765,0
2010-9-29_11:17,347,38,797,0
2010-9-29_11:32,345,38,822,0
2010-9-29_11:47,343,39,868,0
2010-9-29_12:2,341,39,877,0
2010-9-29_12:17,340,40,860,0
2010-9-29_12:32,344,40,879,0
2010-9-29_12:47,345,40,798,0
2010-9-29_13:2,351,40,765,0
2010-9-29_13:17,352,40,769,0
2010-9-29_13:32,354,40,787,0
2010-9-29_13:47,355,39,783,0
2010-9-29_14:2,354,40,780,0
2010-9-29_14:17,356,40,831,0
2010-9-29_14:32,354,40,841,0
2010-9-29_14:47,353,40,838,0
2010-9-29_15:2,353,40,820,0
2010-9-29_15:17,354,40,748,0
2010-9-29_15:32,354,40,734,0
2010-9-29_15:47,354,40,704,0
2010-9-29_16:2,355,40,717,0
2010-9-29_16:17,354,40,654,0
2010-9-29_16:32,356,40,646,0
2010-9-29_16:47,356,40,625,0
2010-9-29_17:2,355,40,627,0
2010-9-29_17:17,354,40,565,0
2010-9-29_17:32,355,40,531,0
2010-9-29_17:47,355,39,436,0
2010-9-29_18:2,354,39,346,0
2010-9-29_18:17,352,39,250,0
2010-9-29_18:32,353,40,195,0
2010-9-29_18:47,353,39,115,0
2010-9-29_19:2,353,40,64,0
2010-9-29_19:17,354,39,51,0
2010-9-29_19:32,354,39,58,0
2010-9-29_19:47,352,39,49,0
2010-9-29_20:2,352,39,49,0
2010-9-29_20:17,352,39,49,0
2010-9-29_20:32,350,39,49,0
2010-9-29_20:47,350,39,49,0
2010-9-29_21:2,349,39,49,0
2010-9-29_21:17,348,39,49,0
2010-9-29_21:32,349,39,48,0
2010-9-29_21:47,349,39,49,0
2010-9-29_22:2,348,39,49,0
2010-9-29_22:17,347,38,48,0
2010-9-29_22:32,347,38,49,0
2010-9-29_22:47,346,38,49,0
2010-9-29_23:2,347,38,49,0
2010-9-29_23:17,345,38,49,0
2010-9-29_23:32,344,39,50,0
2010-9-29_23:47,343,38,49,0
2010-9-30_0:2,343,38,49,0
2010-9-30_0:17,344,38,49,0
2010-9-30_0:32,343,38,49,0
2010-9-30_0:47,344,38,49,0
2010-9-30_1:2,344,38,50,0
2010-9-30_1:17,342,38,49,0
2010-9-30_1:32,342,39,49,0
2010-9-30_1:47,344,38,49,0
2010-9-30_2:2,343,38,49,0
2010-9-30_2:17,342,39,49,0
2010-9-30_2:32,341,38,50,0
2010-9-30_2:47,342,38,49,0
2010-9-30_3:2,341,38,49,0
2010-9-30_3:17,342,38,49,0
2010-9-30_3:32,341,38,49,0
2010-9-30_3:47,340,38,49,0
2010-9-30_4:2,339,39,49,0
2010-9-30_4:17,340,39,48,0
2010-9-30_4:32,340,38,48,0
2010-9-30_4:47,341,38,47,0
2010-9-30_5:2,341,39,46,0
2010-9-30_5:17,450,39,46,0
2010-9-30_5:32,516,38,46,0
2010-9-30_5:47,573,38,46,0
2010-9-30_6:2,572,38,46,0
2010-9-30_6:17,575,38,46,0
2010-9-30_6:32,574,38,47,0
2010-9-30_6:47,586,38,53,0
2010-9-30_7:2,587,38,73,0
2010-9-30_7:17,591,38,99,0
2010-9-30_7:32,589,38,140,0
2010-9-30_7:47,591,38,320,0
2010-9-30_8:2,592,38,290,0
2010-9-30_8:17,600,38,215,0
2010-9-30_8:32,597,38,271,0
2010-9-30_8:47,599,38,302,0
2010-9-30_9:2,599,39,371,0
2010-9-30_9:17,599,39,475,0
2010-9-30_9:32,601,39,358,0
2010-9-30_9:47,601,39,485,0
2010-9-30_10:2,602,40,563,0
2010-9-30_10:17,606,40,478,0
2010-9-30_10:32,602,40,535,0
2010-9-30_10:47,603,40,552,0
2010-9-30_11:2,603,40,573,0
2010-9-30_11:17,608,40,588,0
2010-9-30_11:32,606,40,567,0
2010-9-30_11:47,608,40,640,0
2010-9-30_12:2,606,40,664,0
2010-9-30_12:17,607,40,451,0
2010-9-30_12:32,606,41,605,0
2010-9-30_12:47,610,40,636,0
2010-9-30_13:2,609,41,463,0
2010-9-30_13:17,610,41,596,0
2010-9-30_13:32,611,41,583,0
2010-9-30_13:47,616,41,569,0
2010-9-30_14:2,618,41,415,0
2010-9-30_14:17,630,41,519,0
2010-9-30_14:32,640,41,521,0
2010-9-30_14:47,642,41,675,0
2010-9-30_15:2,641,41,734,0
2010-9-30_15:17,642,41,666,0
2010-9-30_15:32,640,41,732,0
2010-9-30_15:47,639,41,675,0
2010-9-30_16:2,640,42,697,0
2010-9-30_16:17,640,42,632,0
2010-9-30_16:32,639,41,573,0
2010-9-30_16:47,641,42,509,0
2010-9-30_17:2,643,42,380,0
2010-9-30_17:17,643,42,443,0
2010-9-30_17:32,642,42,285,0
2010-9-30_17:47,642,42,331,0
2010-9-30_18:2,644,41,243,0
2010-9-30_18:17,642,41,198,0
2010-9-30_18:32,644,42,138,0
2010-9-30_18:47,639,41,83,0
2010-9-30_19:2,640,42,55,0
2010-9-30_19:17,637,41,60,0
2010-9-30_19:32,640,42,55,0
2010-9-30_19:47,645,41,54,0
2010-9-30_20:2,648,41,54,0
2010-9-30_20:17,650,41,54,0
2010-9-30_20:32,659,41,52,0
2010-9-30_20:47,662,42,55,0
2010-9-30_21:2,671,41,58,0
2010-9-30_21:17,663,42,57,0
2010-9-30_21:32,655,42,58,0
2010-9-30_21:47,654,42,55,0
2010-9-30_22:2,656,41,54,0
2010-9-30_22:17,656,41,53,0
2010-9-30_22:32,646,41,50,0
2010-9-30_22:47,643,41,52,0
2010-9-30_23:2,639,41,53,0
2010-9-30_23:17,637,41,51,0
2010-9-30_23:32,640,41,51,0
2010-9-30_23:47,643,41,51,0
2010-10-1_0:2,627,41,52,0
2010-10-1_0:17,620,41,50,0
2010-10-1_0:32,618,41,51,0
2010-10-1_0:47,617,40,50,0
2010-10-1_1:2,601,40,50,0
2010-10-1_1:17,593,40,51,0
2010-10-1_1:32,587,40,51,0
2010-10-1_1:47,589,39,49,0
2010-10-1_2:2,579,38,49,0
2010-10-1_2:17,577,38,49,0
2010-10-1_2:32,573,37,49,0
2010-10-1_2:47,567,37,49,0
2010-10-1_3:2,557,37,48,0
2010-10-1_3:17,555,37,48,0
2010-10-1_3:32,548,36,48,0
2010-10-1_3:47,542,36,48,0
2010-10-1_4:2,537,36,48,0
2010-10-1_4:17,531,35,47,0
2010-10-1_4:32,525,35,48,0
2010-10-1_4:47,522,35,47,0
2010-10-1_5:2,519,36,48,0
2010-10-1_5:17,519,36,48,0
2010-10-1_5:32,519,36,48,0
2010-10-1_5:47,515,36,48,0
2010-10-1_6:2,512,36,48,0
2010-10-1_6:17,511,36,49,0
2010-10-1_6:32,512,36,49,0
2010-10-1_6:47,512,36,64,0
2010-10-1_7:2,510,36,109,0
2010-10-1_7:17,510,36,196,0
2010-10-1_7:32,507,36,242,0
2010-10-1_7:47,506,36,280,0
2010-10-1_8:2,504,36,300,0
2010-10-1_8:17,504,36,335,0
2010-10-1_8:32,504,36,421,0
2010-10-1_8:47,500,36,419,0
2010-10-1_9:2,501,36,519,0
2010-10-1_9:17,499,36,544,0
2010-10-1_9:32,498,36,656,0
2010-10-1_9:47,499,36,637,0
2010-10-1_10:2,498,37,670,0
2010-10-1_10:17,497,36,666,0
2010-10-1_10:32,497,36,621,0
2010-10-1_10:47,496,36,696,0
2010-10-1_11:2,495,37,748,0
2010-10-1_11:17,496,37,775,0
2010-10-1_11:32,495,37,736,0
2010-10-1_11:47,495,37,744,0
2010-10-1_12:2,495,36,803,0
2010-10-1_12:17,497,37,878,0
2010-10-1_12:32,496,37,833,0
2010-10-1_12:47,495,37,742,0
2010-10-1_13:2,495,37,709,0
2010-10-1_13:17,494,37,727,0
2010-10-1_13:32,495,37,798,0
2010-10-1_13:47,494,37,806,0
2010-10-1_14:2,495,37,832,0
2010-10-1_14:17,494,37,797,0
2010-10-1_14:32,494,38,797,0
2010-10-1_14:47,494,37,777,0
2010-10-1_15:2,493,38,816,0
2010-10-1_15:17,490,38,825,0
2010-10-1_15:32,493,38,791,0
2010-10-1_15:47,490,38,831,0
2010-10-1_16:2,492,38,658,0
2010-10-1_16:17,488,38,750,0
2010-10-1_16:32,489,38,661,0
2010-10-1_16:47,487,38,678,0
2010-10-1_17:2,487,38,654,0
2010-10-1_17:17,486,37,488,0
2010-10-1_17:32,487,37,503,0
2010-10-1_17:47,487,38,564,0
2010-10-1_18:2,484,37,491,0
2010-10-1_18:17,485,37,361,0
2010-10-1_18:32,483,38,245,0
2010-10-1_18:47,483,37,132,0
2010-10-1_19:2,483,37,60,0
2010-10-1_19:17,479,38,52,0
2010-10-1_19:32,480,37,52,0
2010-10-1_19:47,479,37,52,0
2010-10-1_20:2,478,37,53,0
2010-10-1_20:17,478,37,54,0
2010-10-1_20:32,474,37,54,0
2010-10-1_20:47,475,37,54,0
2010-10-1_21:2,474,37,55,0
2010-10-1_21:17,473,37,55,0
2010-10-1_21:32,472,37,55,0
2010-10-1_21:47,471,36,55,0
2010-10-1_22:2,470,37,54,0
2010-10-1_22:17,469,36,55,0
2010-10-1_22:32,467,36,55,0
2010-10-1_22:47,469,36,55,0
2010-10-1_23:2,466,36,55,0
2010-10-1_23:17,464,36,55,0
2010-10-1_23:32,463,36,47,0
2010-10-1_23:47,464,36,47,0
2010-10-2_1:23,456,36,45,0
2010-10-2_1:38,455,36,47,0
2010-10-2_1:53,454,35,47,0
2010-10-2_2:8,454,35,47,0
2010-10-2_2:23,451,35,47,0
2010-10-2_2:38,452,35,47,0
2010-10-2_2:53,449,35,47,0
2010-10-2_3:8,449,35,47,0
2010-10-2_3:23,450,35,48,0
2010-10-2_3:38,448,35,47,0
2010-10-2_3:53,447,35,47,0
2010-10-2_4:8,447,35,47,0
2010-10-2_4:23,445,35,47,0
2010-10-2_4:38,444,34,47,0
2010-10-2_4:53,443,34,47,0
2010-10-2_5:8,442,34,47,0
2010-10-2_5:23,441,34,47,0
2010-10-2_5:38,440,34,47,0
2010-10-2_5:53,440,34,47,0
2010-10-2_6:8,437,34,47,0
2010-10-2_6:23,438,34,47,0
2010-10-2_6:38,436,34,59,0
2010-10-2_6:53,435,34,123,0
2010-10-2_7:8,435,34,230,0
2010-10-2_7:23,434,34,308,0
2010-10-2_7:38,433,34,358,0
2010-10-2_7:53,432,34,389,0
2010-10-2_8:8,431,34,414,0
2010-10-2_8:23,431,33,443,0
2010-10-2_8:38,430,34,511,0
2010-10-2_8:53,429,33,794,0
2010-10-2_9:8,428,34,800,0
2010-10-2_9:23,428,34,780,0
2010-10-2_9:38,427,34,760,0
2010-10-2_9:53,427,34,736,0
2010-10-2_10:8,427,34,717,0
2010-10-2_10:23,426,34,681,0
2010-10-2_10:38,426,34,648,0
2010-10-2_10:53,425,34,672,0
2010-10-2_11:8,428,34,738,0
2010-10-2_11:23,426,34,803,0
2010-10-2_11:38,427,34,855,0
2010-10-2_11:53,426,35,892,0
2010-10-2_12:8,426,36,895,0
2010-10-2_12:23,429,37,901,0
2010-10-2_12:38,428,37,903,0
2010-10-2_12:53,431,40,900,0
2010-10-2_13:8,432,40,898,0
2010-10-2_13:23,435,40,900,0
2010-10-2_13:38,436,40,887,0
2010-10-2_13:53,440,40,872,0
2010-10-2_14:8,441,40,875,0
2010-10-2_14:23,440,40,865,0
2010-10-2_14:38,423,40,857,0
2010-10-2_14:53,427,40,836,0
2010-10-2_15:8,427,39,803,0
2010-10-2_15:23,423,40,778,0
2010-10-2_15:38,424,39,756,0
2010-10-2_15:53,423,39,727,0
2010-10-2_16:8,424,39,698,0
2010-10-2_16:23,424,39,674,0
2010-10-2_16:38,425,39,655,0
2010-10-2_16:53,423,39,636,0
2010-10-2_17:8,423,39,637,0
2010-10-2_17:23,422,38,594,0
2010-10-2_17:38,420,39,554,0
2010-10-2_17:53,420,39,510,0
2010-10-2_18:8,421,38,407,0
2010-10-2_18:23,420,38,280,0
2010-10-2_18:38,422,38,178,0
2010-10-2_18:53,420,38,84,0
2010-10-2_19:8,417,38,50,0
2010-10-2_19:23,417,37,46,0
2010-10-2_19:38,417,37,46,0
2010-10-2_19:53,416,37,46,0
2010-10-2_20:8,415,37,46,0
2010-10-2_20:23,414,37,46,0
2010-10-2_20:38,411,36,46,0
2010-10-2_20:53,411,37,46,0
2010-10-2_21:8,410,36,46,0
2010-10-2_21:23,413,36,47,0
2010-10-2_21:38,409,36,47,0
2010-10-2_21:53,408,36,47,0
2010-10-2_22:8,406,36,46,0
2010-10-2_22:23,406,36,47,0
2010-10-2_22:38,406,36,46,0
2010-10-2_22:53,405,35,46,0
2010-10-2_23:8,403,35,46,0
2010-10-2_23:23,404,36,47,0
2010-10-2_23:38,403,36,47,0
2010-10-2_23:53,404,35,47,0
2010-10-3_0:8,400,35,47,0
2010-10-3_0:23,400,35,47,0
2010-10-3_0:38,400,35,46,0
2010-10-3_0:53,399,35,46,0
2010-10-3_1:8,398,35,46,0
2010-10-3_1:23,398,35,46,0
2010-10-3_1:38,396,35,46,0
2010-10-3_1:53,396,35,46,0
2010-10-3_2:8,397,35,46,0
2010-10-3_2:23,399,34,46,0
2010-10-3_2:38,397,34,46,0
2010-10-3_2:53,395,34,46,0
2010-10-3_3:8,395,35,46,0
2010-10-3_3:23,395,34,46,0
2010-10-3_3:38,392,34,45,0
2010-10-3_3:53,393,34,45,0
2010-10-3_4:8,391,34,46,0
2010-10-3_4:23,391,34,45,0
2010-10-3_4:38,390,34,46,0
2010-10-3_4:53,390,34,46,0
2010-10-3_5:8,391,34,46,0
2010-10-3_5:23,389,34,46,0
2010-10-3_5:38,389,34,45,0
2010-10-3_5:53,388,34,46,0
2010-10-3_6:8,388,34,46,0
2010-10-3_6:23,386,34,47,0
2010-10-3_6:38,386,34,54,0
2010-10-3_6:53,386,34,97,0
2010-10-3_7:8,384,34,178,0
2010-10-3_7:23,384,33,279,0
2010-10-3_7:38,384,34,343,0
2010-10-3_7:53,383,33,376,0
2010-10-3_8:8,382,33,403,0
2010-10-3_8:23,381,34,433,0
2010-10-3_8:38,380,34,494,0
2010-10-3_8:53,380,34,771,0
2010-10-3_9:8,379,34,788,0
2010-10-3_9:23,380,34,775,0
2010-10-3_9:38,379,34,756,0
2010-10-3_9:53,380,34,716,0
2010-10-3_10:8,378,34,701,0
2010-10-3_10:23,377,34,662,0
2010-10-3_10:38,379,34,643,0
2010-10-3_10:53,378,34,683,0
2010-10-3_11:8,378,37,689,0
2010-10-3_11:23,377,38,722,0
2010-10-3_11:38,378,37,768,0
2010-10-3_11:53,379,38,782,0
2010-10-3_12:8,376,39,862,0
2010-10-3_12:23,378,39,905,0
2010-10-3_12:38,380,39,702,0
2010-10-3_12:53,380,39,711,0
2010-10-3_13:8,380,39,745,0
2010-10-3_13:23,384,40,906,0
2010-10-3_13:38,383,39,781,0
2010-10-3_13:53,382,40,752,0
2010-10-3_14:8,383,40,732,0
2010-10-3_14:23,385,40,724,0
2010-10-3_14:38,384,39,768,0
2010-10-3_14:53,384,39,661,0
2010-10-3_15:8,385,39,609,0
2010-10-3_15:23,383,40,705,0
2010-10-3_15:38,384,40,722,0
2010-10-3_15:53,383,40,662,0
2010-10-3_16:8,385,39,622,0
2010-10-3_16:23,385,39,627,0
2010-10-3_16:38,383,39,662,0
2010-10-3_16:53,385,39,652,0
2010-10-3_17:8,384,39,586,0
2010-10-3_17:23,385,39,451,0
2010-10-3_17:38,384,39,344,0
2010-10-3_17:53,384,39,281,0
2010-10-3_18:8,382,39,290,0
2010-10-3_18:23,386,39,180,0
2010-10-3_18:38,384,38,140,0
2010-10-3_18:53,384,38,71,0
2010-10-3_19:8,382,38,49,0
2010-10-3_19:23,381,38,47,0
2010-10-3_19:38,382,38,47,0
2010-10-3_19:53,382,38,47,0
2010-10-3_20:8,382,38,47,0
2010-10-3_20:23,381,38,47,0
2010-10-3_20:38,381,38,47,0
2010-10-3_20:53,381,37,48,0
2010-10-3_21:8,380,37,48,0
2010-10-3_21:23,378,37,48,0
2010-10-3_21:38,379,37,48,0
2010-10-3_21:53,380,37,49,0
2010-10-3_22:8,379,37,50,0
2010-10-3_22:23,379,34,50,0
2010-10-3_22:38,378,37,49,0
2010-10-3_22:53,378,34,50,0
2010-10-3_23:8,377,34,50,0
2010-10-3_23:23,376,34,50,0
2010-10-3_23:38,377,34,50,0
2010-10-3_23:53,377,34,50,0
2010-10-4_0:8,378,33,50,0
2010-10-4_0:23,380,33,49,0
2010-10-4_0:38,379,33,50,0
2010-10-4_0:53,380,33,49,0
2010-10-4_1:8,379,33,49,0
2010-10-4_1:23,379,33,49,0
2010-10-4_1:38,378,33,49,0
2010-10-4_1:53,380,33,50,0
2010-10-4_2:8,379,33,50,0
2010-10-4_2:23,378,33,50,0
2010-10-4_2:38,379,33,49,0
2010-10-4_2:53,379,32,49,0
2010-10-4_3:8,380,33,49,0
2010-10-4_3:23,379,33,49,0
2010-10-4_3:38,379,32,49,0
2010-10-4_3:53,379,32,48,0
2010-10-4_4:8,380,32,49,0
2010-10-4_4:23,381,32,49,0
2010-10-4_4:38,381,32,49,0
2010-10-4_4:53,382,32,48,0
2010-10-4_5:8,382,32,48,0
2010-10-4_5:23,385,32,48,0
2010-10-4_5:38,392,32,48,0
2010-10-4_5:53,399,32,48,0
2010-10-4_6:8,406,32,48,0
2010-10-4_6:23,406,32,47,0
2010-10-4_6:38,407,32,50,0
2010-10-4_6:53,405,32,67,0
2010-10-4_7:8,405,32,129,0
2010-10-4_7:23,404,31,145,0
2010-10-4_7:38,405,32,183,0
2010-10-4_7:53,403,32,216,0
2010-10-4_8:8,402,32,299,0
2010-10-4_8:23,402,31,348,0
2010-10-4_8:38,402,31,440,0
2010-10-4_8:53,402,32,368,0
2010-10-4_9:8,401,32,423,0
2010-10-4_9:23,401,32,484,0
2010-10-4_9:38,402,32,406,0
2010-10-4_9:53,400,32,536,0
2010-10-4_10:8,401,32,497,0
2010-10-4_10:23,401,31,509,0
2010-10-4_10:38,400,31,580,0
2010-10-4_10:53,399,32,593,0
2010-10-4_11:8,399,32,568,0
2010-10-4_11:23,399,32,608,0
2010-10-4_11:38,399,32,620,0
2010-10-4_11:53,399,32,609,0
2010-10-4_12:8,398,32,517,0
2010-10-4_12:23,398,32,602,0
2010-10-4_12:38,400,32,632,0
2010-10-4_12:53,400,32,535,0
2010-10-4_13:8,400,32,502,0
2010-10-4_13:23,398,32,459,0
2010-10-4_13:38,399,32,516,0
2010-10-4_13:53,399,33,537,0
2010-10-4_14:8,400,32,484,0
2010-10-4_14:23,398,32,497,0
2010-10-4_14:38,399,32,534,0
2010-10-4_14:53,399,32,559,0
2010-10-4_15:8,400,32,432,0
2010-10-4_15:23,401,32,400,0
2010-10-4_15:38,402,32,426,0
2010-10-4_15:53,404,32,437,0
2010-10-4_16:8,408,32,390,0
2010-10-4_16:23,408,31,426,0
2010-10-4_16:38,408,31,325,0
2010-10-4_16:53,407,32,338,0
2010-10-4_17:8,408,32,284,0
2010-10-4_17:23,409,31,245,0
2010-10-4_17:38,409,48,246,0
